Year,Team,Base Salary,Prorated Bonus,Roster Bonus,,CapNumber,Cap %,Cash Paid,Name
2005,Redskins,"$765,000","$1,228,571","$235,000",$0,"$1,125,000",,$0,,"$3,353,571",3.9%,"$2,125,000",Mark Brunell
2006,Redskins,"$4,000,000","$1,228,571",$0,$0,$0,,$0,,"$5,228,571",5.1%,"$4,000,000",Mark Brunell
2007,Redskins,"$500,000","$1,228,571","$1,500,000",$0,$0,,$0,,"$3,228,571",3.0%,"$2,000,000",Mark Brunell
2008,Saints,"$1,000,000","$250,000","$500,000","$45,000",$0,,$0,,"$1,795,000",1.5%,"$2,045,000",Mark Brunell
2009,Saints,"$1,100,000","$250,000","$410,000","$45,000",$0,,$0,,"$1,805,000",1.5%,"$1,395,000",Mark Brunell
2010,Jets,"$1,000,000","$150,000","$200,000",$0,$0,,$0,,"$1,350,000",--,"$1,500,000",Mark Brunell
2011,Jets,"$910,000","$50,000",$0,$0,$0,,"$525,000",,"$525,000",0.4%,$0,Mark Brunell
Year,Team,Base Salary,Prorated Bonus,,Guaranteed Salary,,CapNumber,Cap %,Cash Paid,Name
1995,Oilers,"$983,000","$757,142",,"$983,000",,"$1,740,142",4.7%,"$6,283,000",Steve McNair
1996,Oilers,"$1,228,750","$757,142",,$0,,"$1,985,892",4.9%,"$1,228,750",Steve McNair
1997,Oilers,"$1,474,500","$757,142",,$0,,"$2,231,642",5.4%,"$1,474,500",Steve McNair
1998,Oilers,"$1,720,250","$1,407,142",,$0,,"$3,127,392",6.0%,"$4,320,250",Steve McNair
1999,Titans,"$4,666,000","$1,407,142",,"$1,966,000",,"$6,073,142",10.6%,"$4,666,000",Steve McNair
2000,Titans,"$440,000","$3,693,017",,"$700,000",,"$4,133,017",6.6%,"$5,011,750",Steve McNair
2001,Titans,"$500,000","$5,359,689",,$0,,"$5,859,689",8.7%,"$10,500,000",Steve McNair
2002,Titans,"$2,000,000","$2,866,666",,$0,,"$4,866,666",6.8%,"$8,000,000",Steve McNair
2003,Titans,"$655,000","$4,015,416",,$0,,"$4,670,416",6.2%,"$5,250,000",Steve McNair
2004,Titans,"$660,000","$5,030,417",,$0,,"$5,690,417",7.1%,"$6,750,010",Steve McNair
2005,Titans,"$765,000","$6,377,419",,$0,,"$7,142,419",8.4%,"$7,500,000",Steve McNair
2006,Ravens,"$1,000,000","$2,200,000",,$0,,"$3,200,000",3.1%,"$12,000,000",Steve McNair
2007,Ravens,"$3,000,000","$2,450,000",,$0,,"$5,450,000",5.0%,"$4,000,000",Steve McNair
Year,Team,Base Salary,Prorated Bonus,,Guaranteed Salary,,CapNumber,Cap %,Cash Paid,Name
1995,Jaguars,"$119,000","$62,500",,$0,,"$181,500",0.5%,"$369,000",Rob Johnson
1996,Jaguars,"$164,000","$62,500",,$0,,"$226,500",0.6%,"$164,000",Rob Johnson
1997,Jaguars,"$325,000","$62,500",,$0,,"$387,500",0.9%,"$325,000",Rob Johnson
1998,Bills,"$350,000","$1,700,000",,$0,,"$2,050,000",3.9%,"$8,850,000",Rob Johnson
1999,Bills,"$375,000","$2,043,750",,$0,,"$2,418,750",4.2%,"$1,750,000",Rob Johnson
2000,Bills,"$440,000","$3,313,750",,$0,,"$3,753,750",6.0%,"$4,250,000",Rob Johnson
2001,Bills,"$477,000","$5,075,250",,$0,,"$5,552,250",8.2%,"$4,000,000",Rob Johnson
2002,Buccaneers,"$650,000","$25,000",,"$450,000",,"$475,000",0.7%,"$675,000",Rob Johnson
2003,Raiders,"$655,000",$0,,$0,,"$211,765",0.3%,"$211,765",Rob Johnson
Year,Team,Base Salary,Prorated Bonus,Roster Bonus,Workout Bonus,Other Bonus,,CapNumber,Cap %,Cash Paid,Name
1997,Cardinals,"$241,667","$233,333",$0,$0,$0,,"$475,000",1.1%,"$941,667",Jake Plummer
1998,Cardinals,"$302,083","$3,233,333",$0,$0,"$24,350",,"$3,559,766",6.8%,"$15,302,083",Jake Plummer
1999,Cardinals,"$2,000,000","$3,233,334",$0,$0,"$24,350",,"$5,257,684",9.2%,"$2,024,350",Jake Plummer
2000,Cardinals,"$3,000,000","$3,000,000",$0,$0,"$30,000",,"$6,030,000",9.7%,"$3,030,000",Jake Plummer
2001,Cardinals,"$4,000,000","$3,000,000",$0,$0,"$37,500",,"$7,037,500",10.4%,"$4,037,500",Jake Plummer
2002,Cardinals,"$5,700,000","$3,000,000",$0,$0,"$37,500",,"$8,737,500",12.3%,"$5,737,500",Jake Plummer
2003,Broncos,"$530,000","$1,000,000","$4,800",$0,$0,,"$1,534,800",2.0%,"$7,534,800",Jake Plummer
2004,Broncos,"$660,000","$1,000,000","$4,150",$0,$0,,"$1,664,150",2.1%,"$664,150",Jake Plummer
2005,Broncos,"$665,000","$2,352,000","$3,475","$200,000",$0,,"$3,220,475",3.8%,"$7,628,475",Jake Plummer
2006,Broncos,"$4,300,000","$2,852,000","$2,800","$200,000",$0,,"$7,354,800",7.2%,"$6,502,800",Jake Plummer
Year,Team,Base Salary,Prorated Bonus,Roster Bonus,Workout Bonus,Other Bonus,,Guaranteed Salary,,CapNumber,Cap %,Cash Paid,Name
1997,Rams,"$153,520",$0,$0,$0,$0,,$0,,"$153,520",0.4%,"$153,520",Kurt Warner
1999,Rams,"$250,000","$500,000",$0,$0,$0,,$0,,"$750,000",1.3%,"$750,000",Kurt Warner
2000,Rams,"$358,000","$1,642,857",$0,$0,$0,,$0,,"$2,000,857",3.2%,"$11,858,000",Kurt Warner
2001,Rams,"$418,000","$1,746,857",$0,"$100,000",$0,,$0,,"$2,264,857",3.4%,"$1,142,000",Kurt Warner
2002,Rams,"$525,000","$3,361,857",$0,"$100,000",$0,,$0,,"$3,986,857",5.6%,"$2,700,000",Kurt Warner
2003,Rams,"$5,300,000","$3,361,857",$0,"$100,000",$0,,$0,,"$8,761,857",11.7%,"$11,400,000",Kurt Warner
2004,Giants,"$1,000,000","$1,000,000",$0,$0,$0,,$0,,"$2,000,000",2.5%,"$3,000,000",Kurt Warner
2005,Cardinals,"$2,000,000",$0,"$2,000,000",$0,$0,,"$2,000,000",,"$4,000,000",4.7%,"$4,000,000",Kurt Warner
2006,Cardinals,"$4,000,000","$1,000,000",$0,$0,$0,,$0,,"$5,000,000",4.9%,"$7,000,000",Kurt Warner
2007,Cardinals,"$4,000,000","$1,000,000",$0,$0,$0,,$0,,"$5,000,000",4.6%,"$4,000,000",Kurt Warner
2008,Cardinals,"$4,000,000","$1,000,000",$0,$0,"$1,000,000",,$0,,"$6,000,000",5.2%,"$5,000,000",Kurt Warner
2009,Cardinals,"$4,000,000","$7,500,000",$0,$0,$0,,"$4,000,000",,"$11,500,000",9.3%,"$19,000,000",Kurt Warner
Year,Team,Base Salary,Prorated Bonus,Roster Bonus,Other Bonus,,Guaranteed Salary,,CapNumber,Cap %,Cash Paid,Name
1998,Colts,"$144,000","$1,933,333",$0,$0,,$0,,"$2,077,333",4.0%,"$11,744,000",Peyton Manning
1999,Colts,"$1,430,000","$1,933,333",$0,$0,,$0,,"$3,363,333",5.9%,"$1,430,000",Peyton Manning
2000,Colts,"$2,666,000","$4,033,333",$0,$0,,$0,,"$6,699,333",10.8%,"$11,066,000",Peyton Manning
2001,Colts,"$4,452,000","$4,033,333",$0,$0,,$0,,"$8,485,333",12.6%,"$4,452,000",Peyton Manning
2002,Colts,"$6,298,000","$4,033,333",$0,$0,,$0,,"$10,331,333",14.5%,"$6,298,000",Peyton Manning
2003,Colts,"$9,824,000","$4,033,333",$0,"$1,500,000",,$0,,"$15,357,335",20.5%,"$11,324,000",Peyton Manning
2004,Colts,"$535,000","$7,766,666",$0,$0,,$0,,"$8,301,666",10.3%,"$35,035,000",Peyton Manning
2005,Colts,"$665,000","$7,766,666",$0,$0,,$0,,"$8,431,666",9.9%,"$665,000",Peyton Manning
2006,Colts,"$1,000,000","$9,566,668",$0,$0,,$0,,"$10,566,668",10.4%,"$10,000,000",Peyton Manning
2007,Colts,"$1,000,000","$7,200,000",$0,$0,,$0,,"$8,200,000",7.5%,"$11,000,000",Peyton Manning
2008,Colts,"$11,500,000","$7,200,000",$0,$0,,$0,,"$18,700,000",16.1%,"$11,500,000",Peyton Manning
2009,Colts,"$14,000,000","$7,199,998",$0,$0,,$0,,"$21,199,998",17.2%,"$14,000,000",Peyton Manning
2010,Colts,"$15,800,000","$3,466,668",$0,$0,,$0,,"$19,266,668",--,"$15,800,000",Peyton Manning
2011,Colts,"$3,400,000","$9,600,000","$3,000,000","$3,000,000",,$0,,"$16,000,000",13.3%,"$26,400,000",Peyton Manning
2012,Broncos,"$18,000,000",$0,$0,$0,,"$18,000,000",,"$18,000,000",14.9%,"$18,000,000",Peyton Manning
2013,Broncos,"$15,000,000","$2,500,000",$0,$0,,"$15,000,000",,"$17,500,000",12.5%,"$25,000,000",Peyton Manning
